,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
4564,4,1,29,3,0,0,2.0,0.0,0,80,22.0,7.0,10.0,1.0,7.0,5.0,15.0,12.0,0.0,0.0,0.0,0.0
4565,4,5,0,1,0,0,1.0,0.0,0,74,9.0,11.0,3.0,7.0,8.0,7.0,8.0,8.0,2.0,1.0,0.0,0.0
4566,4,12,2,3,1,0,1.0,0.0,0,18,10.0,10.0,6.0,6.0,4.0,4.0,11.0,10.0,0.0,2.0,0.0,0.0
4567,4,24,26,0,1,2,0.0,1.0,2,126,13.0,5.0,5.0,2.0,9.0,4.0,12.0,25.0,2.0,4.0,0.0,1.0
4568,4,25,15,3,1,0,2.0,1.0,0,2,16.0,7.0,9.0,2.0,7.0,7.0,10.0,11.0,2.0,1.0,0.0,0.0
4569,4,28,34,2,1,0,2.0,1.0,0,141,22.0,9.0,17.0,6.0,14.0,4.0,12.0,20.0,0.0,2.0,0.0,0.0
4570,4,30,3,0,1,2,0.0,0.0,1,0,11.0,14.0,1.0,6.0,5.0,6.0,13.0,23.0,2.0,6.0,2.0,0.0
4571,4,38,13,0,2,2,0.0,1.0,2,49,12.0,12.0,4.0,5.0,4.0,7.0,14.0,12.0,2.0,4.0,0.0,0.0
4572,4,18,40,1,0,0,0.0,0.0,1,103,8.0,7.0,4.0,6.0,7.0,5.0,12.0,12.0,3.0,1.0,0.0,0.0
4573,4,27,17,1,1,1,1.0,0.0,0,30,18.0,13.0,12.0,5.0,9.0,6.0,12.0,10.0,1.0,2.0,0.0,0.0
4574,4,2,18,1,2,2,0.0,0.0,1,100,8.0,6.0,5.0,3.0,5.0,3.0,16.0,11.0,1.0,3.0,0.0,0.0
4575,4,13,30,3,0,0,3.0,0.0,0,80,14.0,9.0,9.0,5.0,2.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0
4576,4,15,38,3,0,0,0.0,0.0,1,18,8.0,12.0,7.0,6.0,5.0,4.0,9.0,14.0,1.0,2.0,0.0,0.0
4577,4,17,12,0,1,2,0.0,1.0,2,56,12.0,4.0,7.0,3.0,9.0,5.0,13.0,10.0,1.0,2.0,0.0,0.0
4578,4,26,1,3,1,0,1.0,0.0,0,76,18.0,10.0,11.0,6.0,4.0,2.0,11.0,21.0,2.0,5.0,0.0,0.0
4579,4,29,27,4,4,1,1.0,1.0,1,78,17.0,22.0,9.0,15.0,5.0,8.0,11.0,16.0,0.0,3.0,0.0,0.0
4580,4,34,24,2,0,0,2.0,0.0,0,5,11.0,11.0,7.0,2.0,6.0,3.0,10.0,12.0,1.0,2.0,0.0,0.0
4581,4,40,25,2,0,0,1.0,0.0,0,49,13.0,11.0,6.0,5.0,3.0,11.0,9.0,12.0,2.0,0.0,0.0,0.0
4582,4,0,28,1,0,0,1.0,0.0,0,127,13.0,4.0,8.0,1.0,11.0,1.0,17.0,19.0,2.0,3.0,0.0,0.0
4583,4,3,5,0,1,2,0.0,0.0,1,126,9.0,6.0,4.0,3.0,7.0,7.0,16.0,19.0,1.0,4.0,0.0,0.0
4584,4,0,26,2,4,2,2.0,1.0,0,49,11.0,10.0,10.0,9.0,6.0,7.0,20.0,16.0,2.0,4.0,0.0,1.0
4585,4,5,38,3,1,0,0.0,0.0,1,75,15.0,11.0,9.0,5.0,4.0,6.0,9.0,17.0,0.0,2.0,0.0,1.0
4586,4,12,24,1,2,2,1.0,0.0,0,93,4.0,19.0,3.0,7.0,3.0,7.0,11.0,15.0,0.0,0.0,0.0,0.0
4587,4,30,27,2,1,0,1.0,1.0,1,99,14.0,9.0,5.0,2.0,9.0,5.0,9.0,8.0,1.0,2.0,0.0,0.0
4588,4,40,15,2,2,1,0.0,0.0,1,30,12.0,4.0,7.0,4.0,8.0,4.0,17.0,11.0,1.0,0.0,0.0,1.0
4589,4,2,34,2,1,0,2.0,0.0,0,103,12.0,6.0,4.0,3.0,8.0,1.0,11.0,18.0,0.0,2.0,0.0,0.0
4590,4,3,13,0,1,2,0.0,1.0,2,141,11.0,6.0,2.0,3.0,4.0,4.0,24.0,15.0,2.0,2.0,0.0,0.0
4591,4,17,29,1,0,0,0.0,0.0,1,5,18.0,11.0,4.0,6.0,3.0,3.0,12.0,16.0,1.0,0.0,0.0,0.0
4592,4,18,1,1,1,1,0.0,0.0,1,18,12.0,12.0,3.0,2.0,4.0,8.0,12.0,17.0,1.0,3.0,0.0,0.0
4593,4,25,28,1,1,1,0.0,1.0,2,0,5.0,3.0,1.0,1.0,3.0,1.0,11.0,18.0,2.0,3.0,0.0,0.0
4594,4,1,0,1,3,2,0.0,3.0,2,126,5.0,15.0,1.0,6.0,5.0,2.0,13.0,11.0,2.0,0.0,0.0,0.0
4595,4,15,5,0,1,2,0.0,1.0,2,49,17.0,9.0,7.0,6.0,6.0,4.0,16.0,10.0,0.0,1.0,0.0,0.0
4596,4,24,18,3,1,0,1.0,1.0,1,118,10.0,6.0,7.0,2.0,4.0,3.0,12.0,13.0,1.0,4.0,0.0,0.0
4597,4,26,2,2,0,0,0.0,0.0,1,30,17.0,7.0,11.0,1.0,5.0,2.0,10.0,16.0,1.0,3.0,0.0,0.0
4598,4,27,3,1,0,0,1.0,0.0,0,80,13.0,6.0,7.0,3.0,8.0,10.0,14.0,10.0,1.0,2.0,1.0,0.0
4599,4,28,12,1,1,1,0.0,0.0,1,76,21.0,8.0,10.0,2.0,7.0,2.0,10.0,12.0,1.0,1.0,0.0,0.0
4600,4,29,40,3,2,0,1.0,1.0,1,18,13.0,15.0,7.0,8.0,3.0,3.0,18.0,13.0,0.0,3.0,0.0,0.0
4601,4,38,30,3,1,0,1.0,1.0,1,127,18.0,6.0,10.0,3.0,9.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0
4602,4,13,25,0,0,1,0.0,0.0,1,56,11.0,5.0,8.0,2.0,7.0,1.0,9.0,11.0,2.0,1.0,0.0,0.0
4603,4,34,17,2,2,1,1.0,1.0,1,0,21.0,8.0,9.0,4.0,8.0,3.0,15.0,11.0,0.0,2.0,0.0,0.0
4604,4,2,24,2,0,0,2.0,0.0,0,56,5.0,6.0,3.0,2.0,10.0,4.0,16.0,10.0,2.0,0.0,0.0,0.0
4605,4,3,29,3,0,0,2.0,0.0,0,127,18.0,9.0,13.0,6.0,12.0,3.0,15.0,14.0,2.0,1.0,0.0,0.0
4606,4,5,27,0,0,1,0.0,0.0,1,5,13.0,5.0,8.0,2.0,3.0,2.0,11.0,15.0,0.0,1.0,0.0,0.0
4607,4,17,13,0,1,2,0.0,0.0,1,80,4.0,25.0,2.0,11.0,3.0,9.0,14.0,9.0,1.0,2.0,1.0,0.0
4608,4,30,1,1,2,2,1.0,1.0,1,30,9.0,6.0,3.0,4.0,6.0,3.0,14.0,22.0,2.0,1.0,0.0,0.0
4609,4,25,26,0,2,2,0.0,0.0,1,126,9.0,10.0,3.0,3.0,4.0,6.0,9.0,14.0,2.0,3.0,0.0,0.0
4610,4,0,15,5,1,0,3.0,0.0,0,118,17.0,6.0,12.0,3.0,5.0,1.0,8.0,17.0,1.0,2.0,0.0,0.0
4611,4,40,34,0,0,1,0.0,0.0,1,80,9.0,11.0,4.0,7.0,7.0,3.0,15.0,15.0,2.0,3.0,0.0,0.0
4612,4,1,17,1,3,2,0.0,1.0,2,49,9.0,15.0,6.0,9.0,3.0,7.0,22.0,17.0,3.0,0.0,0.0,0.0
4613,4,15,2,2,0,0,1.0,0.0,0,100,8.0,9.0,2.0,5.0,4.0,7.0,23.0,15.0,3.0,3.0,0.0,0.0
4614,4,26,30,2,1,0,1.0,0.0,0,76,13.0,8.0,6.0,4.0,4.0,3.0,15.0,15.0,1.0,2.0,0.0,0.0
4615,4,34,0,1,1,1,0.0,1.0,2,5,10.0,17.0,3.0,12.0,3.0,5.0,9.0,13.0,1.0,1.0,1.0,1.0
4616,4,38,18,2,0,0,0.0,0.0,1,93,18.0,8.0,8.0,5.0,13.0,2.0,6.0,13.0,0.0,1.0,0.0,0.0
4617,4,27,12,2,2,1,0.0,1.0,2,80,21.0,5.0,18.0,2.0,10.0,1.0,10.0,15.0,0.0,3.0,0.0,0.0
4618,4,28,5,2,1,0,1.0,1.0,1,127,14.0,4.0,9.0,2.0,6.0,3.0,12.0,19.0,0.0,2.0,0.0,0.0
4619,4,29,25,2,3,2,2.0,2.0,1,118,5.0,17.0,4.0,10.0,3.0,12.0,12.0,7.0,2.0,2.0,1.0,0.0
4620,4,0,30,3,0,0,1.0,0.0,0,18,11.0,5.0,6.0,2.0,7.0,3.0,12.0,15.0,0.0,2.0,0.0,0.0
4621,4,1,27,2,0,0,0.0,0.0,1,118,8.0,5.0,4.0,1.0,5.0,4.0,8.0,6.0,1.0,2.0,0.0,0.0
4622,4,15,26,0,0,1,0.0,0.0,1,74,2.0,16.0,1.0,9.0,2.0,7.0,12.0,9.0,5.0,4.0,1.0,0.0
4623,4,18,12,0,0,1,0.0,0.0,1,126,10.0,9.0,5.0,6.0,5.0,5.0,9.0,12.0,3.0,2.0,0.0,0.0
4624,4,28,24,1,0,0,0.0,0.0,1,56,13.0,6.0,4.0,3.0,5.0,4.0,11.0,16.0,2.0,2.0,0.0,0.0
4625,4,29,13,1,3,2,0.0,1.0,2,76,8.0,23.0,5.0,13.0,7.0,7.0,14.0,15.0,1.0,2.0,0.0,0.0
4626,4,34,38,1,0,0,0.0,0.0,1,103,9.0,13.0,4.0,8.0,4.0,10.0,7.0,11.0,1.0,2.0,0.0,0.0
4627,4,17,3,0,1,2,0.0,0.0,1,100,12.0,11.0,4.0,5.0,6.0,3.0,15.0,20.0,3.0,2.0,0.0,0.0
4628,4,40,2,2,0,0,0.0,0.0,1,127,12.0,7.0,7.0,0.0,13.0,3.0,16.0,18.0,1.0,1.0,0.0,0.0
4629,4,25,5,0,1,2,0.0,1.0,2,5,8.0,11.0,3.0,3.0,5.0,5.0,10.0,21.0,1.0,2.0,0.0,0.0
4630,4,13,40,1,0,0,1.0,0.0,0,93,23.0,7.0,11.0,4.0,8.0,3.0,13.0,9.0,0.0,1.0,0.0,0.0
4631,4,12,38,2,0,0,1.0,0.0,0,18,5.0,7.0,2.0,4.0,5.0,2.0,15.0,16.0,1.0,4.0,0.0,0.0
4632,4,24,3,0,0,1,0.0,0.0,1,12,7.0,5.0,2.0,2.0,11.0,3.0,12.0,13.0,1.0,1.0,0.0,0.0
4633,4,3,0,0,1,2,0.0,1.0,2,49,9.0,10.0,2.0,8.0,4.0,6.0,21.0,8.0,3.0,1.0,0.0,0.0
4634,4,5,29,1,0,0,1.0,0.0,0,103,16.0,6.0,10.0,2.0,7.0,6.0,20.0,16.0,3.0,1.0,0.0,0.0
4635,4,12,40,1,4,2,1.0,1.0,1,76,8.0,14.0,5.0,9.0,3.0,9.0,11.0,8.0,0.0,0.0,1.0,0.0
4636,4,13,15,4,1,0,1.0,1.0,1,100,20.0,6.0,13.0,3.0,10.0,4.0,13.0,16.0,1.0,0.0,0.0,0.0
4637,4,26,18,1,0,0,1.0,0.0,0,0,19.0,10.0,12.0,6.0,18.0,3.0,7.0,11.0,0.0,1.0,0.0,0.0
4638,4,30,28,1,1,1,1.0,1.0,1,78,13.0,11.0,6.0,6.0,4.0,3.0,15.0,19.0,5.0,4.0,0.0,0.0
4639,4,38,25,2,1,0,1.0,1.0,1,12,12.0,11.0,9.0,7.0,6.0,4.0,13.0,13.0,2.0,3.0,0.0,0.0
4640,4,2,1,2,0,0,0.0,0.0,1,80,10.0,5.0,4.0,4.0,2.0,3.0,12.0,20.0,3.0,3.0,0.0,0.0
4641,4,24,17,2,1,0,2.0,0.0,0,118,15.0,4.0,8.0,2.0,5.0,1.0,13.0,15.0,1.0,4.0,1.0,0.0
4642,4,27,34,1,3,2,1.0,1.0,1,141,14.0,12.0,8.0,7.0,3.0,6.0,20.0,17.0,0.0,0.0,0.0,0.0
4643,4,0,29,4,1,0,2.0,1.0,0,5,21.0,3.0,15.0,1.0,10.0,3.0,8.0,11.0,1.0,0.0,0.0,0.0
4644,4,2,38,1,1,1,0.0,0.0,1,56,14.0,9.0,7.0,5.0,3.0,3.0,6.0,10.0,0.0,1.0,0.0,0.0
4645,4,12,25,2,2,1,1.0,2.0,2,118,9.0,16.0,3.0,8.0,6.0,7.0,6.0,8.0,1.0,0.0,0.0,0.0
4646,4,15,27,0,1,2,0.0,1.0,2,127,23.0,7.0,13.0,5.0,8.0,3.0,6.0,19.0,0.0,4.0,0.0,0.0
4647,4,24,5,1,0,0,0.0,0.0,1,126,10.0,13.0,7.0,5.0,4.0,12.0,6.0,13.0,1.0,3.0,0.0,0.0
4648,4,26,3,0,0,1,0.0,0.0,1,80,23.0,9.0,9.0,3.0,9.0,3.0,21.0,18.0,3.0,2.0,0.0,0.0
4649,4,28,1,0,3,2,0.0,1.0,2,12,20.0,8.0,12.0,5.0,8.0,6.0,14.0,24.0,1.0,2.0,3.0,0.0
4650,4,34,13,1,3,2,0.0,2.0,2,76,4.0,12.0,3.0,8.0,4.0,3.0,11.0,10.0,0.0,2.0,0.0,0.0
4651,4,18,30,3,1,0,0.0,1.0,2,74,12.0,8.0,7.0,4.0,5.0,5.0,14.0,10.0,3.0,3.0,0.0,0.0
4652,4,40,17,1,0,0,0.0,0.0,1,49,8.0,8.0,4.0,2.0,7.0,7.0,15.0,20.0,1.0,2.0,0.0,0.0
4653,4,3,34,3,0,0,1.0,0.0,0,93,15.0,9.0,8.0,3.0,4.0,2.0,19.0,14.0,2.0,1.0,0.0,0.0
4654,4,5,18,3,1,0,2.0,0.0,0,30,15.0,7.0,10.0,4.0,4.0,6.0,6.0,14.0,0.0,2.0,0.0,1.0
4655,4,13,2,1,1,1,0.0,0.0,1,18,19.0,2.0,12.0,1.0,8.0,5.0,17.0,12.0,2.0,2.0,0.0,0.0
4656,4,25,24,1,0,0,0.0,0.0,1,80,11.0,6.0,8.0,1.0,5.0,2.0,8.0,11.0,1.0,1.0,0.0,0.0
4657,4,27,0,0,1,2,0.0,0.0,1,100,9.0,7.0,6.0,1.0,5.0,3.0,11.0,9.0,1.0,1.0,0.0,0.0
4658,4,29,26,2,0,0,0.0,0.0,1,56,7.0,16.0,5.0,8.0,3.0,4.0,19.0,18.0,2.0,2.0,0.0,0.0
4659,4,30,12,4,2,0,2.0,2.0,1,49,13.0,8.0,9.0,4.0,5.0,4.0,11.0,14.0,1.0,3.0,0.0,0.0
4660,4,1,40,1,1,1,1.0,0.0,0,118,14.0,7.0,7.0,5.0,5.0,5.0,6.0,10.0,1.0,2.0,1.0,1.0
4661,4,17,15,4,0,0,1.0,0.0,0,141,13.0,11.0,8.0,3.0,4.0,9.0,10.0,14.0,1.0,1.0,0.0,0.0
4662,4,38,28,1,0,0,1.0,0.0,0,126,19.0,6.0,6.0,3.0,4.0,7.0,9.0,15.0,2.0,2.0,0.0,0.0
4663,4,2,30,0,0,1,0.0,0.0,1,103,9.0,5.0,4.0,4.0,7.0,5.0,16.0,12.0,1.0,2.0,0.0,0.0
4664,4,12,5,1,2,2,1.0,1.0,1,5,18.0,11.0,10.0,5.0,8.0,2.0,10.0,14.0,0.0,1.0,0.0,0.0
4665,4,15,29,3,3,1,1.0,1.0,1,118,12.0,12.0,10.0,8.0,7.0,3.0,17.0,21.0,2.0,2.0,0.0,0.0
4666,4,18,25,1,1,1,0.0,1.0,2,93,8.0,7.0,3.0,3.0,6.0,8.0,9.0,19.0,0.0,1.0,0.0,0.0
4667,4,24,38,2,2,1,1.0,1.0,1,76,18.0,9.0,7.0,6.0,12.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0
4668,4,34,1,2,3,2,2.0,0.0,0,0,16.0,11.0,8.0,7.0,5.0,8.0,10.0,17.0,1.0,2.0,0.0,0.0
4669,4,5,34,1,1,1,1.0,0.0,0,74,22.0,5.0,16.0,4.0,5.0,2.0,9.0,9.0,2.0,0.0,0.0,0.0
4670,4,27,18,1,1,1,0.0,0.0,1,118,8.0,7.0,4.0,2.0,2.0,6.0,11.0,12.0,1.0,0.0,0.0,0.0
4671,4,1,12,0,0,1,0.0,0.0,1,12,13.0,12.0,5.0,3.0,6.0,5.0,14.0,9.0,0.0,1.0,0.0,0.0
4672,4,3,15,1,0,0,1.0,0.0,0,103,18.0,4.0,7.0,3.0,11.0,6.0,11.0,19.0,3.0,2.0,0.0,0.0
4673,4,13,0,0,0,1,0.0,0.0,1,126,9.0,6.0,3.0,4.0,2.0,2.0,10.0,16.0,1.0,3.0,0.0,0.0
4674,4,17,26,1,0,0,0.0,0.0,1,100,7.0,16.0,3.0,11.0,4.0,5.0,18.0,17.0,3.0,2.0,0.0,2.0
4675,4,25,2,3,0,0,0.0,0.0,1,73,8.0,5.0,4.0,1.0,8.0,3.0,11.0,9.0,0.0,1.0,0.0,0.0
4676,4,29,28,2,1,0,0.0,0.0,1,2,15.0,24.0,8.0,10.0,6.0,6.0,12.0,11.0,0.0,0.0,0.0,0.0
4677,4,30,24,1,2,2,1.0,2.0,2,56,8.0,19.0,6.0,12.0,5.0,4.0,10.0,8.0,1.0,0.0,0.0,0.0
4678,4,38,40,1,1,1,0.0,1.0,2,18,15.0,10.0,5.0,4.0,7.0,3.0,12.0,12.0,2.0,0.0,0.0,0.0
4679,4,1,5,1,1,1,1.0,0.0,0,157,13.0,12.0,10.0,6.0,7.0,5.0,17.0,13.0,0.0,2.0,0.0,0.0
4680,4,3,25,0,0,1,0.0,0.0,1,151,11.0,7.0,5.0,1.0,6.0,2.0,20.0,17.0,0.0,0.0,0.0,0.0
4681,4,13,18,3,1,0,1.0,1.0,1,150,12.0,10.0,7.0,4.0,4.0,6.0,7.0,11.0,1.0,1.0,0.0,0.0
4682,4,15,24,1,0,0,1.0,0.0,0,152,6.0,9.0,3.0,7.0,4.0,1.0,19.0,14.0,2.0,5.0,0.0,0.0
4683,4,17,2,1,1,1,0.0,1.0,2,149,11.0,9.0,6.0,4.0,9.0,5.0,18.0,18.0,2.0,3.0,0.0,0.0
4684,4,27,40,4,0,0,3.0,0.0,0,153,12.0,15.0,8.0,9.0,1.0,4.0,12.0,12.0,1.0,1.0,0.0,0.0
4685,4,29,12,1,0,0,0.0,0.0,1,154,13.0,11.0,6.0,6.0,7.0,8.0,8.0,9.0,1.0,1.0,0.0,0.0
4686,4,26,28,2,1,0,0.0,1.0,2,155,18.0,11.0,10.0,5.0,9.0,4.0,8.0,20.0,1.0,0.0,0.0,0.0
4687,4,30,34,4,1,0,4.0,1.0,0,156,18.0,11.0,8.0,8.0,4.0,7.0,15.0,11.0,2.0,1.0,0.0,0.0
4688,4,0,38,1,0,0,1.0,0.0,0,80,12.0,7.0,3.0,1.0,4.0,7.0,17.0,15.0,0.0,4.0,0.0,0.0
4689,4,40,3,1,1,1,1.0,0.0,0,126,9.0,14.0,3.0,7.0,6.0,4.0,13.0,15.0,3.0,4.0,0.0,0.0
4690,4,28,27,0,0,1,0.0,0.0,1,76,11.0,5.0,5.0,3.0,7.0,1.0,8.0,9.0,1.0,2.0,0.0,0.0
4691,4,2,3,2,1,0,0.0,1.0,2,12,10.0,5.0,6.0,1.0,6.0,1.0,15.0,16.0,2.0,1.0,0.0,0.0
4692,4,5,13,0,2,2,0.0,0.0,1,127,14.0,8.0,6.0,5.0,7.0,2.0,17.0,14.0,4.0,1.0,0.0,0.0
4693,4,18,17,2,0,0,2.0,0.0,0,126,11.0,11.0,6.0,4.0,3.0,7.0,18.0,16.0,1.0,3.0,1.0,0.0
4694,4,24,27,1,1,1,0.0,1.0,2,100,12.0,6.0,6.0,3.0,7.0,4.0,10.0,20.0,2.0,3.0,0.0,0.0
4695,4,25,30,2,0,0,2.0,0.0,0,2,13.0,7.0,7.0,3.0,7.0,5.0,14.0,6.0,0.0,1.0,0.0,0.0
4696,4,28,15,0,0,1,0.0,0.0,1,5,16.0,7.0,9.0,3.0,5.0,2.0,16.0,15.0,1.0,1.0,0.0,0.0
4697,4,34,29,4,3,0,3.0,3.0,1,49,15.0,14.0,9.0,7.0,6.0,8.0,18.0,13.0,3.0,2.0,0.0,0.0
4698,4,12,26,0,4,2,0.0,2.0,2,30,6.0,18.0,4.0,12.0,1.0,7.0,6.0,15.0,0.0,2.0,1.0,0.0
4699,4,38,1,5,1,0,3.0,1.0,0,74,20.0,4.0,14.0,3.0,9.0,3.0,13.0,17.0,1.0,2.0,0.0,0.0
4700,4,40,0,0,2,2,0.0,0.0,1,93,7.0,8.0,3.0,5.0,9.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0
4701,4,18,28,1,3,2,0.0,1.0,2,49,6.0,4.0,3.0,3.0,1.0,2.0,11.0,13.0,1.0,1.0,0.0,0.0
4702,4,1,25,1,2,2,0.0,2.0,2,113,15.0,10.0,8.0,4.0,6.0,2.0,8.0,18.0,1.0,1.0,0.0,0.0
4703,4,3,18,1,3,2,1.0,1.0,1,100,13.0,8.0,6.0,6.0,8.0,5.0,11.0,23.0,2.0,2.0,1.0,1.0
4704,4,13,12,1,0,0,0.0,0.0,1,80,15.0,6.0,6.0,3.0,2.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0
4705,4,15,34,2,2,1,1.0,1.0,1,56,14.0,7.0,6.0,3.0,5.0,2.0,16.0,18.0,3.0,1.0,1.0,1.0
4706,4,17,28,2,0,0,1.0,0.0,0,12,8.0,9.0,6.0,4.0,3.0,2.0,22.0,11.0,3.0,1.0,0.0,1.0
4707,4,26,40,1,1,1,1.0,0.0,0,76,27.0,2.0,14.0,0.0,12.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0
4708,4,27,38,1,0,0,1.0,0.0,0,30,16.0,5.0,8.0,2.0,4.0,3.0,14.0,10.0,1.0,3.0,0.0,0.0
4709,4,29,2,1,0,0,1.0,0.0,0,126,8.0,22.0,4.0,9.0,1.0,7.0,20.0,10.0,1.0,5.0,0.0,1.0
4710,4,30,5,1,1,1,0.0,1.0,2,78,9.0,12.0,4.0,4.0,2.0,9.0,12.0,23.0,0.0,2.0,0.0,0.0
4711,4,0,24,3,1,0,2.0,0.0,0,49,11.0,11.0,8.0,6.0,1.0,4.0,13.0,10.0,0.0,2.0,0.0,0.0
4712,4,26,13,1,3,2,1.0,1.0,1,49,15.0,7.0,9.0,6.0,7.0,0.0,11.0,14.0,2.0,3.0,0.0,0.0
4713,4,0,17,7,0,0,3.0,0.0,0,5,19.0,7.0,12.0,3.0,4.0,2.0,9.0,12.0,2.0,0.0,0.0,0.0
4714,4,2,0,2,1,0,0.0,0.0,1,30,9.0,11.0,4.0,5.0,3.0,2.0,10.0,8.0,1.0,0.0,0.0,0.0
4715,4,5,17,3,2,0,0.0,1.0,2,93,16.0,10.0,9.0,5.0,5.0,6.0,12.0,17.0,2.0,1.0,1.0,0.0
4716,4,12,15,2,2,1,1.0,0.0,0,74,8.0,9.0,5.0,6.0,3.0,8.0,14.0,14.0,2.0,2.0,0.0,0.0
4717,4,18,29,6,0,0,2.0,0.0,0,127,13.0,2.0,9.0,0.0,4.0,13.0,11.0,12.0,0.0,1.0,0.0,0.0
4718,4,24,1,2,1,0,2.0,0.0,0,12,15.0,13.0,7.0,4.0,9.0,5.0,10.0,16.0,0.0,0.0,0.0,0.0
4719,4,25,27,1,1,1,0.0,1.0,2,118,10.0,4.0,5.0,3.0,10.0,3.0,12.0,15.0,2.0,4.0,0.0,0.0
4720,4,28,13,1,1,1,1.0,1.0,1,56,8.0,12.0,4.0,7.0,6.0,4.0,11.0,17.0,4.0,4.0,0.0,0.0
4721,4,34,26,1,2,2,1.0,1.0,1,126,11.0,16.0,3.0,8.0,5.0,3.0,14.0,13.0,1.0,2.0,0.0,0.0
4722,4,38,3,0,0,1,0.0,0.0,1,5,11.0,12.0,7.0,8.0,5.0,7.0,10.0,14.0,2.0,2.0,0.0,0.0
4723,4,40,30,2,0,0,0.0,0.0,1,80,9.0,8.0,5.0,2.0,6.0,1.0,12.0,13.0,0.0,1.0,0.0,0.0
4724,5,1,5,2,2,1,2.0,2.0,1,80,3.0,13.0,2.0,6.0,7.0,8.0,14.0,16.0,0.0,2.0,0.0,0.0
4725,5,17,26,0,2,2,0.0,1.0,2,49,10.0,12.0,5.0,5.0,8.0,6.0,15.0,14.0,3.0,1.0,0.0,0.0
4726,5,18,2,0,0,1,0.0,0.0,1,118,15.0,7.0,7.0,4.0,6.0,6.0,12.0,13.0,1.0,2.0,0.0,0.0
4727,5,25,40,0,0,1,0.0,0.0,1,18,15.0,13.0,8.0,3.0,3.0,6.0,13.0,11.0,2.0,3.0,0.0,0.0
4728,5,27,24,0,0,1,0.0,0.0,1,76,4.0,16.0,2.0,7.0,5.0,0.0,17.0,11.0,2.0,3.0,1.0,0.0
4729,5,30,38,0,2,2,0.0,1.0,2,12,11.0,11.0,7.0,6.0,7.0,2.0,13.0,23.0,0.0,2.0,0.0,0.0
4730,5,36,12,1,3,2,1.0,1.0,1,56,12.0,14.0,8.0,4.0,5.0,5.0,15.0,17.0,2.0,0.0,0.0,1.0
4731,5,41,3,3,1,0,0.0,1.0,2,5,13.0,11.0,5.0,5.0,2.0,6.0,11.0,14.0,0.0,1.0,0.0,1.0
4732,5,0,28,2,0,0,0.0,0.0,1,126,15.0,2.0,12.0,1.0,8.0,3.0,15.0,17.0,0.0,1.0,0.0,1.0
4733,5,42,13,0,1,2,0.0,0.0,1,74,12.0,20.0,5.0,9.0,2.0,6.0,14.0,7.0,1.0,0.0,0.0,0.0
4734,5,2,25,1,2,2,1.0,1.0,1,74,9.0,9.0,2.0,6.0,9.0,4.0,7.0,12.0,3.0,1.0,0.0,0.0
4735,5,3,18,2,1,0,1.0,0.0,0,56,16.0,8.0,9.0,4.0,8.0,1.0,26.0,14.0,2.0,2.0,0.0,0.0
4736,5,12,42,1,0,0,1.0,0.0,0,118,21.0,4.0,10.0,0.0,4.0,4.0,10.0,11.0,0.0,1.0,0.0,0.0
4737,5,24,36,1,0,0,1.0,0.0,0,12,15.0,2.0,6.0,0.0,5.0,5.0,8.0,20.0,2.0,3.0,0.0,1.0
4738,5,26,1,1,0,0,0.0,0.0,1,100,18.0,3.0,12.0,3.0,11.0,7.0,13.0,21.0,2.0,1.0,0.0,0.0
4739,5,28,41,0,0,1,0.0,0.0,1,30,14.0,6.0,6.0,1.0,10.0,2.0,9.0,11.0,1.0,1.0,0.0,1.0
4740,5,38,27,2,0,0,0.0,0.0,1,73,18.0,12.0,8.0,3.0,5.0,6.0,16.0,10.0,3.0,1.0,0.0,0.0
4741,5,40,30,2,1,0,1.0,0.0,0,80,6.0,10.0,2.0,2.0,3.0,3.0,21.0,19.0,4.0,3.0,0.0,0.0
4742,5,5,17,0,1,2,0.0,0.0,1,5,16.0,3.0,6.0,1.0,8.0,3.0,10.0,13.0,0.0,1.0,0.0,0.0
4743,5,13,0,1,0,0,0.0,0.0,1,49,9.0,9.0,6.0,3.0,3.0,7.0,17.0,21.0,2.0,3.0,0.0,0.0
4744,5,2,27,0,3,2,0.0,2.0,2,100,14.0,8.0,8.0,3.0,2.0,2.0,14.0,15.0,0.0,1.0,0.0,0.0
4745,5,30,1,1,1,1,1.0,1.0,1,49,20.0,7.0,11.0,3.0,13.0,4.0,12.0,10.0,3.0,1.0,0.0,1.0
4746,5,36,25,1,2,2,1.0,2.0,2,103,15.0,12.0,10.0,7.0,5.0,3.0,10.0,10.0,1.0,2.0,0.0,0.0
4747,5,0,18,4,1,0,1.0,1.0,1,74,20.0,8.0,14.0,3.0,6.0,7.0,16.0,11.0,5.0,2.0,0.0,0.0
4748,5,3,38,0,0,1,0.0,0.0,1,30,11.0,1.0,7.0,1.0,7.0,0.0,15.0,12.0,2.0,2.0,1.0,0.0
