,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
2824,0,12,25,4,0,0,2.0,0.0,0,122,17.0,8.0,14.0,4.0,6.0,6.0,13.0,12.0,1.0,2.0,0.0,0.0
2825,0,13,41,4,2,0,1.0,0.0,0,54,17.0,12.0,10.0,5.0,7.0,7.0,19.0,14.0,1.0,2.0,0.0,0.0
2826,0,14,27,1,3,2,1.0,1.0,1,15,6.0,16.0,3.0,9.0,8.0,4.0,15.0,21.0,5.0,3.0,1.0,0.0
2827,0,16,34,2,2,1,1.0,2.0,2,10,6.0,13.0,4.0,6.0,5.0,8.0,11.0,13.0,1.0,1.0,0.0,0.0
2828,0,22,17,2,0,0,2.0,0.0,0,38,17.0,12.0,8.0,6.0,6.0,4.0,21.0,20.0,1.0,3.0,0.0,0.0
2829,0,23,1,0,0,1,0.0,0.0,1,91,5.0,5.0,4.0,3.0,5.0,4.0,12.0,12.0,2.0,3.0,0.0,0.0
2830,0,24,7,1,0,0,0.0,0.0,1,108,16.0,3.0,10.0,2.0,6.0,1.0,8.0,8.0,1.0,1.0,0.0,0.0
2831,0,36,0,1,0,0,0.0,0.0,1,135,8.0,14.0,2.0,7.0,2.0,9.0,10.0,21.0,3.0,1.0,0.0,1.0
2832,0,38,21,3,1,0,2.0,1.0,0,9,20.0,15.0,6.0,5.0,3.0,4.0,14.0,13.0,0.0,0.0,0.0,0.0
2833,0,26,28,2,0,0,1.0,0.0,0,136,19.0,9.0,9.0,6.0,7.0,1.0,7.0,13.0,0.0,1.0,0.0,0.0
2834,0,0,24,2,0,0,1.0,0.0,0,55,17.0,7.0,12.0,4.0,10.0,11.0,25.0,20.0,2.0,4.0,1.0,2.0
2835,0,7,13,2,0,0,1.0,0.0,0,87,12.0,14.0,3.0,6.0,6.0,4.0,14.0,16.0,0.0,1.0,0.0,0.0
2836,0,21,26,1,1,1,1.0,1.0,1,66,13.0,15.0,8.0,6.0,4.0,6.0,10.0,7.0,1.0,4.0,0.0,0.0
2837,0,27,38,1,1,1,0.0,1.0,2,110,12.0,11.0,6.0,4.0,5.0,5.0,9.0,18.0,2.0,1.0,0.0,0.0
2838,0,17,12,3,0,0,0.0,0.0,1,11,13.0,8.0,8.0,4.0,3.0,5.0,17.0,15.0,2.0,1.0,0.0,1.0
2839,0,25,36,4,2,0,2.0,0.0,0,36,15.0,9.0,10.0,4.0,7.0,3.0,24.0,14.0,3.0,3.0,0.0,0.0
2840,0,28,16,3,2,0,1.0,1.0,1,38,9.0,10.0,4.0,5.0,9.0,6.0,23.0,11.0,0.0,3.0,1.0,0.0
2841,0,34,14,1,2,2,0.0,1.0,2,46,12.0,7.0,4.0,5.0,6.0,5.0,18.0,20.0,5.0,3.0,0.0,0.0
2842,0,41,23,0,1,2,0.0,0.0,1,123,17.0,4.0,12.0,2.0,11.0,5.0,16.0,14.0,3.0,3.0,1.0,0.0
2843,0,0,12,5,3,0,1.0,2.0,2,136,18.0,7.0,9.0,4.0,8.0,3.0,12.0,15.0,0.0,1.0,0.0,0.0
2844,0,7,23,0,0,1,0.0,0.0,1,134,8.0,13.0,4.0,8.0,6.0,8.0,11.0,12.0,1.0,2.0,0.0,0.0
2845,0,17,16,2,2,1,2.0,0.0,0,91,12.0,7.0,9.0,4.0,11.0,2.0,11.0,9.0,2.0,3.0,0.0,0.0
2846,0,21,36,1,0,0,0.0,0.0,1,55,14.0,9.0,5.0,3.0,7.0,6.0,10.0,12.0,1.0,1.0,0.0,0.0
2847,0,25,14,1,2,2,0.0,2.0,2,10,14.0,9.0,5.0,8.0,5.0,5.0,7.0,12.0,2.0,3.0,0.0,0.0
2848,0,27,22,1,2,2,0.0,2.0,2,54,15.0,16.0,8.0,11.0,4.0,8.0,12.0,20.0,2.0,0.0,0.0,0.0
2849,0,28,38,2,0,0,1.0,0.0,0,36,15.0,10.0,6.0,2.0,4.0,2.0,13.0,10.0,0.0,0.0,0.0,0.0
2850,0,34,24,3,3,1,0.0,1.0,2,66,14.0,9.0,7.0,4.0,7.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0
2851,0,41,26,2,2,1,0.0,1.0,2,38,17.0,8.0,8.0,5.0,7.0,5.0,12.0,9.0,1.0,0.0,0.0,0.0
2852,0,1,13,1,1,1,1.0,1.0,1,108,12.0,11.0,9.0,7.0,7.0,10.0,13.0,12.0,0.0,1.0,0.0,0.0
2853,0,22,25,1,2,2,0.0,2.0,2,55,6.0,8.0,1.0,3.0,9.0,4.0,18.0,24.0,2.0,2.0,0.0,0.0
2854,0,26,7,6,0,0,2.0,0.0,0,59,21.0,6.0,12.0,4.0,5.0,1.0,12.0,10.0,0.0,1.0,0.0,0.0
2855,0,36,41,1,1,1,1.0,1.0,1,110,17.0,16.0,7.0,9.0,4.0,11.0,19.0,14.0,2.0,3.0,0.0,0.0
2856,0,38,17,3,2,0,1.0,2.0,2,15,11.0,11.0,7.0,6.0,7.0,5.0,11.0,10.0,1.0,2.0,0.0,0.0
2857,0,12,34,1,1,1,0.0,0.0,1,87,8.0,11.0,6.0,3.0,10.0,14.0,14.0,16.0,3.0,3.0,1.0,0.0
2858,0,13,0,2,2,1,1.0,0.0,0,91,12.0,13.0,5.0,5.0,7.0,6.0,16.0,22.0,3.0,1.0,0.0,0.0
2859,0,14,28,0,2,2,0.0,1.0,2,9,13.0,13.0,3.0,6.0,6.0,8.0,11.0,18.0,1.0,1.0,0.0,0.0
2860,0,16,27,3,3,1,0.0,1.0,2,123,9.0,5.0,5.0,4.0,11.0,5.0,8.0,10.0,3.0,2.0,0.0,0.0
2861,0,23,21,2,1,0,0.0,0.0,1,109,12.0,7.0,6.0,3.0,6.0,2.0,12.0,13.0,1.0,1.0,0.0,0.0
2862,0,24,1,3,1,0,3.0,0.0,0,96,11.0,9.0,7.0,4.0,8.0,7.0,13.0,7.0,0.0,2.0,0.0,0.0
2863,0,7,0,1,1,1,1.0,0.0,0,9,9.0,18.0,5.0,11.0,4.0,10.0,17.0,13.0,0.0,2.0,0.0,0.0
2864,0,14,22,0,0,1,0.0,0.0,1,108,9.0,11.0,1.0,5.0,6.0,6.0,15.0,14.0,2.0,2.0,0.0,0.0
2865,0,21,1,1,2,2,0.0,1.0,2,10,15.0,5.0,5.0,2.0,5.0,3.0,9.0,13.0,1.0,3.0,0.0,0.0
2866,0,23,34,1,0,0,0.0,0.0,1,90,17.0,9.0,6.0,5.0,10.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0
2867,0,24,25,3,2,0,1.0,0.0,0,54,14.0,9.0,8.0,7.0,9.0,4.0,17.0,17.0,3.0,4.0,0.0,0.0
2868,0,26,36,3,0,0,1.0,0.0,0,96,15.0,5.0,7.0,1.0,4.0,4.0,18.0,14.0,1.0,3.0,0.0,0.0
2869,0,27,17,1,2,2,1.0,0.0,0,134,9.0,12.0,5.0,9.0,7.0,7.0,16.0,5.0,3.0,0.0,0.0,0.0
2870,0,28,13,0,0,1,0.0,0.0,1,55,10.0,10.0,4.0,3.0,5.0,6.0,17.0,21.0,0.0,3.0,0.0,0.0
2871,0,16,12,2,2,1,2.0,0.0,0,110,12.0,10.0,6.0,6.0,4.0,11.0,17.0,12.0,3.0,1.0,0.0,0.0
2872,0,38,41,1,0,0,0.0,0.0,1,135,15.0,11.0,7.0,5.0,11.0,3.0,14.0,13.0,1.0,2.0,0.0,0.0
2873,0,0,14,2,1,0,1.0,0.0,0,90,18.0,6.0,13.0,2.0,8.0,4.0,5.0,13.0,1.0,2.0,0.0,0.0
2874,0,1,7,2,0,0,1.0,0.0,0,123,12.0,8.0,7.0,4.0,5.0,6.0,8.0,12.0,0.0,2.0,0.0,0.0
2875,0,12,38,1,0,0,1.0,0.0,0,66,9.0,10.0,5.0,5.0,7.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0
2876,0,17,26,1,3,2,0.0,3.0,2,38,6.0,17.0,4.0,9.0,6.0,5.0,10.0,11.0,4.0,1.0,0.0,0.0
2877,0,22,21,1,2,2,1.0,1.0,1,87,11.0,12.0,6.0,7.0,6.0,3.0,12.0,19.0,1.0,3.0,0.0,0.0
2878,0,34,28,2,0,0,0.0,0.0,1,15,13.0,10.0,9.0,7.0,4.0,8.0,14.0,14.0,0.0,0.0,0.0,0.0
2879,0,36,16,2,1,0,1.0,0.0,0,109,15.0,10.0,8.0,5.0,4.0,5.0,16.0,28.0,2.0,3.0,0.0,0.0
2880,0,13,23,0,2,2,0.0,1.0,2,54,16.0,7.0,10.0,5.0,15.0,3.0,16.0,17.0,3.0,1.0,0.0,0.0
2881,0,25,27,1,1,1,0.0,0.0,1,136,11.0,4.0,4.0,2.0,9.0,3.0,15.0,11.0,2.0,5.0,0.0,0.0
2882,0,41,24,1,1,1,0.0,1.0,2,36,15.0,7.0,4.0,2.0,9.0,0.0,5.0,13.0,0.0,2.0,0.0,0.0
2883,0,7,34,0,1,2,0.0,1.0,2,135,14.0,6.0,6.0,4.0,7.0,5.0,14.0,18.0,3.0,1.0,0.0,0.0
2884,0,14,41,0,3,2,0.0,2.0,2,96,9.0,12.0,2.0,10.0,5.0,6.0,12.0,11.0,0.0,1.0,0.0,0.0
2885,0,16,22,1,1,1,0.0,1.0,2,15,13.0,16.0,7.0,6.0,7.0,4.0,17.0,15.0,2.0,2.0,1.0,0.0
2886,0,21,0,1,1,1,0.0,0.0,1,108,17.0,10.0,6.0,4.0,4.0,7.0,8.0,13.0,1.0,2.0,0.0,0.0
2887,0,24,36,1,1,1,1.0,1.0,1,91,11.0,8.0,6.0,3.0,12.0,3.0,14.0,18.0,2.0,2.0,0.0,0.0
2888,0,26,13,3,3,1,3.0,2.0,0,110,11.0,13.0,5.0,5.0,8.0,4.0,15.0,19.0,3.0,2.0,0.0,0.0
2889,0,27,1,1,1,1,0.0,0.0,1,87,12.0,15.0,5.0,7.0,5.0,5.0,7.0,14.0,3.0,0.0,0.0,0.0
2890,0,28,12,0,1,2,0.0,1.0,2,10,12.0,4.0,5.0,2.0,4.0,7.0,14.0,10.0,1.0,2.0,0.0,0.0
2891,0,38,25,0,0,1,0.0,0.0,1,134,18.0,7.0,5.0,2.0,5.0,4.0,10.0,14.0,0.0,2.0,0.0,0.0
2892,0,23,17,1,1,1,1.0,0.0,0,9,10.0,9.0,4.0,3.0,9.0,3.0,14.0,13.0,3.0,1.0,0.0,0.0
2893,0,1,16,4,1,0,2.0,0.0,0,36,12.0,11.0,7.0,6.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0
2894,0,12,14,2,2,1,0.0,1.0,2,123,12.0,10.0,8.0,6.0,6.0,6.0,8.0,16.0,1.0,2.0,0.0,0.0
2895,0,17,21,0,3,2,0.0,1.0,2,66,7.0,9.0,3.0,7.0,4.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0
2896,0,22,38,4,3,0,0.0,1.0,2,96,14.0,10.0,7.0,5.0,6.0,4.0,11.0,20.0,0.0,2.0,0.0,0.0
2897,0,25,28,0,1,2,0.0,0.0,1,109,9.0,15.0,7.0,9.0,10.0,8.0,16.0,12.0,0.0,1.0,0.0,0.0
2898,0,34,27,1,3,2,0.0,2.0,2,55,16.0,7.0,8.0,5.0,6.0,6.0,6.0,22.0,2.0,2.0,0.0,0.0
2899,0,41,7,1,1,1,1.0,0.0,0,90,14.0,9.0,6.0,6.0,7.0,2.0,14.0,10.0,3.0,2.0,0.0,0.0
2900,0,0,26,1,0,0,1.0,0.0,0,54,7.0,13.0,5.0,4.0,3.0,11.0,18.0,17.0,2.0,3.0,0.0,0.0
2901,0,13,24,3,0,0,2.0,0.0,0,38,11.0,10.0,5.0,2.0,3.0,1.0,14.0,14.0,1.0,1.0,0.0,0.0
2902,0,36,23,0,0,1,0.0,0.0,1,136,11.0,8.0,5.0,2.0,6.0,2.0,12.0,8.0,3.0,1.0,0.0,0.0
2903,0,0,1,1,0,0,0.0,0.0,1,122,16.0,8.0,10.0,3.0,7.0,4.0,12.0,20.0,1.0,4.0,0.0,1.0
2904,0,14,38,2,1,0,2.0,0.0,0,110,0.0,4.0,5.0,5.0,3.0,5.0,12.0,16.0,0.0,4.0,1.0,0.0
2905,0,17,34,1,1,1,0.0,0.0,1,36,7.0,7.0,3.0,4.0,9.0,8.0,16.0,13.0,1.0,3.0,0.0,0.0
2906,0,21,41,1,1,1,1.0,0.0,0,96,11.0,7.0,8.0,2.0,8.0,5.0,10.0,11.0,0.0,4.0,0.0,0.0
2907,0,22,12,3,1,0,1.0,0.0,0,90,22.0,10.0,10.0,8.0,8.0,5.0,7.0,9.0,0.0,1.0,0.0,0.0
2908,0,23,26,0,3,2,0.0,1.0,2,108,10.0,16.0,4.0,5.0,6.0,7.0,8.0,11.0,0.0,0.0,0.0,0.0
2909,0,25,7,2,0,0,2.0,0.0,0,15,13.0,10.0,10.0,2.0,5.0,6.0,10.0,16.0,0.0,2.0,0.0,0.0
2910,0,36,13,1,0,0,0.0,0.0,1,66,16.0,11.0,11.0,2.0,5.0,0.0,12.0,18.0,0.0,1.0,1.0,1.0
2911,0,16,24,0,4,2,0.0,1.0,2,134,6.0,16.0,0.0,11.0,4.0,3.0,18.0,13.0,1.0,1.0,0.0,0.0
2912,0,27,28,1,3,2,0.0,1.0,2,135,8.0,15.0,2.0,8.0,6.0,6.0,8.0,13.0,2.0,1.0,0.0,0.0
2913,0,7,21,0,2,2,0.0,1.0,2,109,7.0,12.0,3.0,3.0,9.0,1.0,15.0,14.0,1.0,0.0,0.0,0.0
2914,0,12,27,1,0,0,0.0,0.0,1,91,5.0,8.0,2.0,6.0,5.0,6.0,11.0,19.0,2.0,2.0,0.0,0.0
2915,0,13,14,6,1,0,2.0,0.0,0,136,33.0,3.0,19.0,3.0,10.0,0.0,6.0,8.0,0.0,1.0,0.0,1.0
2916,0,24,23,1,0,0,0.0,0.0,1,10,24.0,8.0,11.0,3.0,10.0,9.0,8.0,10.0,1.0,2.0,0.0,0.0
2917,0,26,22,3,0,0,1.0,0.0,0,66,26.0,5.0,14.0,0.0,12.0,4.0,9.0,18.0,0.0,2.0,0.0,0.0
2918,0,28,17,0,1,2,0.0,0.0,1,87,11.0,9.0,4.0,4.0,5.0,4.0,9.0,12.0,1.0,3.0,0.0,0.0
2919,0,38,16,3,1,0,2.0,1.0,0,90,18.0,8.0,8.0,7.0,7.0,4.0,9.0,16.0,1.0,2.0,0.0,0.0
2920,0,41,0,1,2,2,0.0,2.0,2,38,11.0,13.0,3.0,5.0,5.0,4.0,15.0,11.0,1.0,0.0,0.0,0.0
2921,0,1,36,0,0,1,0.0,0.0,1,123,17.0,7.0,4.0,3.0,7.0,3.0,11.0,17.0,1.0,3.0,0.0,0.0
2922,0,34,25,0,2,2,0.0,1.0,2,9,19.0,11.0,6.0,4.0,9.0,3.0,10.0,15.0,1.0,2.0,0.0,0.0
2923,0,0,25,5,0,0,1.0,0.0,0,123,22.0,6.0,14.0,2.0,10.0,4.0,6.0,13.0,0.0,3.0,0.0,1.0
2924,0,1,12,2,1,0,2.0,0.0,0,38,12.0,7.0,7.0,4.0,9.0,6.0,13.0,11.0,3.0,2.0,0.0,0.0
2925,0,13,38,3,0,0,2.0,0.0,0,135,9.0,6.0,7.0,3.0,2.0,3.0,12.0,14.0,3.0,3.0,0.0,0.0
2926,0,21,27,2,1,0,2.0,0.0,0,96,19.0,7.0,11.0,3.0,6.0,1.0,8.0,17.0,0.0,2.0,0.0,0.0
2927,0,23,16,2,1,0,1.0,1.0,1,55,9.0,7.0,5.0,2.0,7.0,3.0,9.0,18.0,0.0,3.0,0.0,0.0
2928,0,26,34,5,0,0,2.0,0.0,0,10,16.0,12.0,8.0,5.0,7.0,7.0,5.0,9.0,0.0,0.0,0.0,0.0
2929,0,36,14,1,0,0,0.0,0.0,1,9,11.0,10.0,7.0,4.0,1.0,3.0,17.0,10.0,2.0,2.0,0.0,0.0
2930,0,41,28,1,0,0,0.0,0.0,1,91,11.0,12.0,4.0,5.0,3.0,8.0,15.0,10.0,3.0,2.0,0.0,0.0
2931,0,7,22,1,1,1,1.0,0.0,0,136,11.0,12.0,6.0,9.0,5.0,9.0,15.0,15.0,3.0,4.0,0.0,0.0
2932,0,24,17,3,1,0,1.0,1.0,1,108,10.0,9.0,8.0,7.0,9.0,6.0,10.0,10.0,0.0,1.0,0.0,1.0
2933,0,12,7,2,0,0,2.0,0.0,0,96,11.0,12.0,7.0,8.0,3.0,6.0,10.0,20.0,0.0,1.0,0.0,1.0
2934,0,14,26,1,2,2,0.0,2.0,2,55,4.0,11.0,2.0,6.0,3.0,9.0,17.0,8.0,1.0,1.0,0.0,0.0
2935,0,22,24,4,3,0,1.0,2.0,2,36,10.0,14.0,7.0,8.0,7.0,7.0,18.0,18.0,1.0,4.0,0.0,0.0
2936,0,25,23,0,1,2,0.0,0.0,1,87,14.0,3.0,3.0,2.0,9.0,4.0,12.0,14.0,1.0,2.0,0.0,0.0
2937,0,27,0,0,1,2,0.0,1.0,2,10,4.0,11.0,3.0,8.0,5.0,8.0,10.0,11.0,1.0,1.0,1.0,0.0
2938,0,28,21,2,1,0,1.0,1.0,1,9,11.0,8.0,6.0,5.0,7.0,4.0,13.0,7.0,1.0,0.0,0.0,0.0
2939,0,34,13,3,2,0,2.0,0.0,0,66,10.0,9.0,4.0,4.0,7.0,7.0,16.0,11.0,4.0,2.0,0.0,0.0
2940,0,38,36,2,1,0,1.0,0.0,0,38,11.0,12.0,6.0,3.0,8.0,7.0,18.0,9.0,1.0,0.0,1.0,0.0
2941,0,17,1,0,1,2,0.0,0.0,1,136,14.0,4.0,6.0,1.0,6.0,2.0,17.0,23.0,3.0,2.0,0.0,0.0
2942,0,16,41,0,0,1,0.0,0.0,1,108,14.0,6.0,2.0,6.0,6.0,1.0,14.0,18.0,1.0,1.0,0.0,0.0
2943,0,0,16,0,0,1,0.0,0.0,1,136,15.0,9.0,9.0,2.0,10.0,0.0,12.0,13.0,0.0,2.0,0.0,0.0
2944,0,1,38,2,0,0,1.0,0.0,0,15,11.0,3.0,6.0,2.0,10.0,1.0,15.0,13.0,0.0,3.0,0.0,0.0
2945,0,7,17,0,1,2,0.0,0.0,1,122,11.0,9.0,6.0,4.0,3.0,3.0,8.0,18.0,1.0,2.0,0.0,0.0
2946,0,21,12,2,0,0,0.0,0.0,1,134,30.0,7.0,13.0,4.0,13.0,3.0,8.0,12.0,0.0,2.0,0.0,0.0
2947,0,23,28,1,1,1,0.0,0.0,1,123,8.0,7.0,4.0,1.0,0.0,3.0,7.0,8.0,1.0,1.0,0.0,0.0
2948,0,26,27,2,1,0,0.0,1.0,2,108,18.0,5.0,11.0,1.0,10.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0
2949,0,36,34,2,2,1,1.0,1.0,1,90,11.0,10.0,5.0,5.0,7.0,4.0,13.0,21.0,1.0,1.0,0.0,0.0
2950,0,41,25,4,1,0,0.0,1.0,2,66,22.0,10.0,11.0,5.0,7.0,5.0,7.0,7.0,1.0,1.0,0.0,0.0
2951,0,13,22,1,1,1,0.0,0.0,1,55,12.0,11.0,7.0,3.0,3.0,2.0,19.0,24.0,4.0,4.0,0.0,0.0
2952,0,24,14,4,1,0,1.0,0.0,0,91,19.0,10.0,13.0,5.0,7.0,1.0,10.0,12.0,1.0,0.0,0.0,0.0
2953,0,12,13,2,0,0,1.0,0.0,0,108,10.0,13.0,6.0,3.0,4.0,5.0,18.0,22.0,2.0,3.0,0.0,0.0
2954,0,16,7,2,0,0,0.0,0.0,1,10,7.0,7.0,3.0,4.0,2.0,4.0,10.0,18.0,3.0,1.0,0.0,0.0
2955,0,17,0,2,0,0,0.0,0.0,1,91,4.0,4.0,2.0,2.0,3.0,5.0,20.0,12.0,3.0,1.0,0.0,0.0
2956,0,22,41,0,1,2,0.0,1.0,2,109,15.0,4.0,6.0,3.0,2.0,2.0,14.0,19.0,1.0,1.0,0.0,0.0
2957,0,25,26,0,1,2,0.0,1.0,2,135,10.0,8.0,4.0,4.0,10.0,11.0,13.0,8.0,3.0,1.0,0.0,0.0
2958,0,27,23,0,3,2,0.0,2.0,2,9,11.0,9.0,4.0,7.0,6.0,2.0,8.0,12.0,3.0,1.0,0.0,0.0
2959,0,28,36,1,2,2,1.0,0.0,0,55,19.0,9.0,9.0,6.0,1.0,4.0,17.0,26.0,1.0,3.0,0.0,0.0
2960,0,34,1,2,0,0,2.0,0.0,0,110,7.0,9.0,3.0,3.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0
2961,0,38,24,2,1,0,2.0,1.0,0,87,6.0,9.0,4.0,4.0,6.0,5.0,11.0,13.0,1.0,2.0,0.0,0.0
2962,0,14,21,0,1,2,0.0,0.0,1,36,12.0,10.0,5.0,4.0,5.0,5.0,10.0,12.0,1.0,1.0,0.0,0.0
2963,0,12,36,0,1,2,0.0,0.0,1,135,10.0,8.0,2.0,3.0,7.0,8.0,16.0,16.0,0.0,1.0,0.0,0.0
2964,0,14,1,1,1,1,0.0,1.0,2,66,10.0,7.0,2.0,4.0,6.0,1.0,9.0,19.0,1.0,2.0,0.0,0.0
2965,0,16,26,0,3,2,0.0,0.0,1,36,1.0,12.0,0.0,7.0,3.0,9.0,12.0,12.0,2.0,1.0,0.0,0.0
2966,0,17,13,2,1,0,0.0,1.0,2,123,11.0,10.0,5.0,6.0,1.0,4.0,11.0,18.0,0.0,3.0,0.0,1.0
2967,0,25,21,2,3,2,0.0,2.0,2,90,9.0,11.0,4.0,4.0,6.0,5.0,8.0,5.0,0.0,2.0,0.0,0.0
2968,0,27,7,2,2,1,0.0,2.0,2,109,14.0,9.0,9.0,5.0,6.0,4.0,17.0,18.0,0.0,2.0,1.0,0.0
2969,0,34,41,2,3,2,1.0,2.0,2,134,10.0,14.0,5.0,8.0,6.0,10.0,12.0,10.0,1.0,2.0,0.0,0.0
2970,0,38,23,3,0,0,2.0,0.0,0,122,15.0,11.0,7.0,5.0,5.0,8.0,21.0,15.0,1.0,3.0,0.0,1.0
2971,0,22,0,1,0,0,0.0,0.0,1,38,12.0,9.0,6.0,3.0,8.0,4.0,19.0,22.0,1.0,7.0,0.0,0.0
2972,0,28,24,2,1,0,1.0,0.0,0,15,9.0,13.0,6.0,9.0,5.0,11.0,17.0,15.0,3.0,2.0,0.0,0.0
2973,0,0,34,1,0,0,0.0,0.0,1,135,24.0,7.0,12.0,5.0,16.0,8.0,14.0,15.0,0.0,2.0,0.0,0.0
2974,0,1,28,1,1,1,1.0,0.0,0,36,8.0,9.0,4.0,5.0,8.0,2.0,11.0,12.0,2.0,1.0,0.0,0.0
2975,0,7,14,2,1,0,0.0,0.0,1,90,10.0,13.0,6.0,7.0,9.0,8.0,11.0,12.0,3.0,2.0,0.0,0.0
2976,0,21,16,0,1,2,0.0,1.0,2,87,11.0,3.0,5.0,3.0,6.0,1.0,13.0,13.0,1.0,1.0,0.0,0.0
2977,0,23,22,3,1,0,3.0,0.0,0,134,8.0,12.0,5.0,4.0,0.0,6.0,10.0,7.0,1.0,2.0,0.0,1.0
2978,0,24,12,3,0,0,1.0,0.0,0,123,13.0,7.0,3.0,2.0,6.0,5.0,10.0,9.0,1.0,1.0,0.0,0.0
2979,0,26,38,2,0,0,1.0,0.0,0,55,16.0,5.0,8.0,3.0,7.0,5.0,7.0,8.0,2.0,1.0,0.0,0.0
2980,0,41,27,1,0,0,1.0,0.0,0,124,14.0,5.0,6.0,3.0,7.0,5.0,17.0,19.0,1.0,4.0,0.0,1.0
2981,0,13,25,2,1,0,2.0,0.0,0,38,9.0,11.0,7.0,5.0,7.0,10.0,9.0,12.0,2.0,0.0,0.0,0.0
2982,0,36,17,2,0,0,1.0,0.0,0,110,24.0,7.0,11.0,2.0,8.0,4.0,16.0,23.0,0.0,3.0,0.0,0.0
2983,0,0,28,5,0,0,2.0,0.0,0,90,15.0,3.0,10.0,1.0,5.0,2.0,10.0,11.0,0.0,3.0,0.0,0.0
2984,0,7,38,3,3,1,1.0,2.0,2,96,13.0,6.0,6.0,4.0,7.0,2.0,6.0,16.0,2.0,0.0,0.0,0.0
2985,0,12,26,3,3,1,1.0,2.0,2,136,15.0,15.0,8.0,8.0,9.0,6.0,6.0,10.0,0.0,1.0,0.0,0.0
2986,0,13,16,4,1,0,3.0,0.0,0,109,19.0,5.0,10.0,3.0,3.0,6.0,8.0,14.0,0.0,0.0,0.0,0.0
2987,0,25,17,5,0,0,3.0,0.0,0,134,13.0,14.0,9.0,4.0,5.0,13.0,12.0,12.0,0.0,1.0,0.0,0.0
2988,0,34,22,1,0,0,1.0,0.0,0,108,12.0,13.0,3.0,5.0,2.0,10.0,13.0,15.0,3.0,4.0,1.0,0.0
2989,0,36,27,1,0,0,0.0,0.0,1,55,8.0,8.0,5.0,5.0,5.0,3.0,22.0,21.0,1.0,3.0,0.0,0.0
2990,0,41,1,1,1,1,1.0,1.0,1,91,13.0,15.0,5.0,4.0,4.0,4.0,14.0,15.0,1.0,3.0,0.0,0.0
2991,0,14,23,1,0,0,1.0,0.0,0,135,12.0,6.0,5.0,1.0,8.0,10.0,11.0,15.0,0.0,1.0,0.0,0.0
2992,0,24,21,0,1,2,0.0,1.0,2,9,14.0,11.0,5.0,6.0,8.0,5.0,12.0,14.0,1.0,3.0,0.0,0.0
2993,0,1,25,2,2,1,0.0,0.0,1,10,10.0,9.0,5.0,4.0,5.0,4.0,8.0,16.0,2.0,1.0,1.0,0.0
2994,0,16,14,1,0,0,1.0,0.0,0,88,4.0,14.0,3.0,5.0,3.0,5.0,17.0,10.0,1.0,3.0,0.0,0.0
2995,0,17,41,1,1,1,0.0,0.0,1,24,15.0,9.0,5.0,4.0,9.0,7.0,10.0,7.0,1.0,2.0,0.0,0.0
2996,0,21,34,3,1,0,0.0,1.0,2,15,15.0,13.0,7.0,4.0,6.0,1.0,11.0,12.0,1.0,2.0,0.0,0.0
2997,0,22,36,2,0,0,1.0,0.0,0,123,17.0,17.0,8.0,6.0,8.0,5.0,16.0,20.0,3.0,4.0,0.0,0.0
2998,0,23,12,3,1,0,1.0,1.0,1,9,9.0,12.0,5.0,8.0,5.0,5.0,11.0,16.0,1.0,2.0,0.0,0.0
2999,0,27,13,1,0,0,0.0,0.0,1,110,7.0,9.0,4.0,3.0,3.0,5.0,14.0,16.0,0.0,2.0,0.0,0.0
3000,0,28,7,2,1,0,1.0,0.0,0,135,17.0,7.0,6.0,3.0,4.0,3.0,16.0,17.0,0.0,2.0,0.0,0.0
3001,0,26,24,0,1,2,0.0,1.0,2,91,6.0,9.0,4.0,4.0,9.0,2.0,10.0,11.0,1.0,0.0,1.0,0.0
3002,0,38,0,1,1,1,1.0,0.0,0,66,8.0,17.0,4.0,10.0,3.0,7.0,20.0,14.0,2.0,1.0,0.0,0.0
3003,0,14,34,1,1,1,1.0,0.0,0,9,12.0,10.0,5.0,2.0,8.0,6.0,12.0,13.0,1.0,1.0,0.0,0.0
3004,0,12,17,1,0,0,1.0,0.0,0,54,10.0,10.0,7.0,4.0,13.0,6.0,15.0,21.0,1.0,4.0,0.0,0.0
3005,0,13,7,3,0,0,1.0,0.0,0,15,17.0,7.0,8.0,1.0,5.0,4.0,8.0,12.0,0.0,1.0,0.0,0.0
3006,0,16,28,2,0,0,1.0,0.0,0,122,8.0,8.0,5.0,4.0,2.0,3.0,17.0,16.0,1.0,2.0,0.0,0.0
3007,0,22,1,1,2,2,0.0,1.0,2,87,15.0,8.0,5.0,5.0,10.0,2.0,18.0,18.0,1.0,4.0,0.0,0.0
3008,0,23,41,2,1,0,1.0,1.0,1,55,11.0,11.0,6.0,4.0,6.0,5.0,7.0,5.0,1.0,0.0,0.0,0.0
